Date,BCOM,SILVER,OIL,PLATINUM,PALLADIUM,GOLD
13/07/2017,81.9205,15.36,75.76,86.64,82.04,115.82
14/07/2017,82.7031,15.59,76.72,88.16,82.08,116.77
17/07/2017,82.69,15.74,75.6,88.64,82.82,117.29
18/07/2017,83.1462,15.89,76.32,88.69,82.77,118.11
19/07/2017,83.6316,15.91,77.52,88.1,82.11,118.08
20/07/2017,83.6887,15.925,76.88,88.56,80.96,118.24
21/07/2017,82.988,16.1,74.72,89.43,80.86,119.26
24/07/2017,82.6455,16.08,76,89.03,81.3811,119.31
25/07/2017,83.1124,16.09,78.48,88.68,82.03,118.92
26/07/2017,83.6852,16.27,79.68,89.01,83.07,119.88
27/07/2017,84.2293,16.18,80.48,88.59,83.9414,119.79
28/07/2017,84.4799,16.32,81.36,89.45,84.25,120.69
31/07/2017,84.3915,16.43,82.24,89.99,84.7832,120.75
01/08/2017,83.5325,16.3,80.72,90.18,85.46,120.65
02/08/2017,83.926,16.19,81.12,90.52,85.59,120.4
03/08/2017,83.3343,16.24,80.16,92.12,84.66,120.59
04/08/2017,83.2769,15.89,81.04,92.33,83.86,119.65
07/08/2017,83.716,15.85,80.8,92.51,84.71,119.51
08/08/2017,83.9424,16.0613,80.48,92.85,85.99,119.86
09/08/2017,84.415,16.5,81.2,92.96,85.29,121.31
10/08/2017,83.5388,16.7,79.28,93.7,86.12,122.21
11/08/2017,83.6958,16.69,79.92,94.25,85.73,122.79
14/08/2017,83.1124,16.6625,77.76,92.53,85.73,121.92
15/08/2017,82.5202,16.26,78,91.93,84.9699,120.98
16/08/2017,82.5834,16.68,76.56,93.4,87.59,121.87
17/08/2017,82.6799,16.64,76.96,93.06,88.13,122.49
18/08/2017,83.231,16.63,79.76,93.56,88.4,122.3
21/08/2017,83.0355,16.595,77.68,93.75,89.63,122.76
22/08/2017,82.9827,16.59,78.16,93.27,88.76,122.21
23/08/2017,83.2723,16.6734,79.04,93.3,89.44,122.67
24/08/2017,83.5111,16.55,77.68,93.33,89.17,122.29
25/08/2017,83.2926,16.6389,78,93,88.89,122.74
28/08/2017,83.4221,17.04,76.24,94.33,89.74,124.69
29/08/2017,83.5025,16.9585,75.68,94.92,90.3,124.42
30/08/2017,83.0726,16.99,75.04,94.53,89.34,124.36
31/08/2017,84.6565,17.19,77.04,95.37,89.61,125.82
01/09/2017,84.9775,17.27,77.36,96.19,93.76,126.06
05/09/2017,85.3689,17.47,79.36,96.23,92.15,127.46
06/09/2017,85.7239,17.43,80.32,95.77,90.04,126.81
07/09/2017,85.662,17.675,80.24,96.98,91.6,128.13
08/09/2017,84.7622,17.57,77.84,96.38,89.45,127.97
11/09/2017,84.8861,17.33,78.56,94.5,89.49,126.19
12/09/2017,84.797,17.4453,78.96,94.48,91.41,126.56
13/09/2017,84.9646,17.32,80.56,93.5,89.67,125.61
14/09/2017,85.0966,17.32,81.04,93.75,88.62,126.16
15/09/2017,85.1949,17.17,81.6,92.45,88.09,125.53
18/09/2017,85.0828,16.8,81.36,91.7,89.68,124.36
19/09/2017,84.842,16.9,80.88,90.85,86.99,124.62
20/09/2017,85.5913,16.73,81.92,89.96,87.19,123.62
21/09/2017,84.7825,16.57,82,89.52,87.28,122.68
22/09/2017,84.8572,16.57,81.92,89.03,88.04,123.24
25/09/2017,85.3276,16.74,84.4,89.83,87.13,124.53
26/09/2017,84.7846,16.43,83.92,88.5,87.57,123.14
27/09/2017,84.8375,16.35,84.16,88.03,88.79,121.98
28/09/2017,84.6352,16.44,83.44,88.23,89.04,122.21
29/09/2017,84.4599,16.26,83.44,87.24,89.65,121.58
02/10/2017,83.7066,16.18,81.68,87.22,87.13,120.77
03/10/2017,83.739,16.23,81.44,87.05,87.82,120.83
04/10/2017,83.9563,16.2,80.64,87.43,88.46,121.17
05/10/2017,84.5847,16.21,82,87.25,89.95,120.52
06/10/2017,83.9256,16.37,79.76,87.3,88.16,121.09
09/10/2017,84.0669,16.56,80,87.7,88.7222,122.08
10/10/2017,84.8206,16.7,82.24,89.12,89.43,122.4
11/10/2017,84.7701,16.8,82.88,89.08,91.86,122.79
12/10/2017,85.1301,16.8,81.84,89.59,93.01,122.89
13/10/2017,85.8947,16.965,82.96,90.24,94.49,123.82
16/10/2017,85.9946,16.8,83.68,88.83,93.2,122.97
17/10/2017,85.4857,16.62,83.92,89.28,93.68,122.13
18/10/2017,85.3089,16.58,83.84,88,91.52,121.67
19/10/2017,85.3931,16.81,82.8,88.25,91.86,122.39
20/10/2017,85.2688,16.62,83.44,88.29,93.13,121.61
23/10/2017,85.6115,16.68,83.36,88.54,91.5083,121.8
24/10/2017,86.0405,16.55,84.32,88.25,92.27,121.33
25/10/2017,85.891,16.53,83.84,88.21,91.86,121.35
26/10/2017,85.9153,16.37,84.56,87.63,92.98,120.33
27/10/2017,85.8652,16.43,86.72,87.5,92.8,120.9
30/10/2017,86.1478,16.44,86.96,87.79,92.41,121.13
31/10/2017,86.1882,16.32,87.44,87.71,93.81,120.67
01/11/2017,86.5381,16.73,87.2,89.089,95.75,121.11
02/11/2017,86.6923,16.7,87.92,88.3,95.02,121.19
03/11/2017,86.8778,16.45,89.44,87.85,95.32,120.62
06/11/2017,88.1545,16.83,92.08,89.06,95.42,121.65
07/11/2017,87.5385,16.54,91.92,88.04,95.07,121.21
08/11/2017,87.6437,16.591,91.28,88.8,96.84,121.63
09/11/2017,87.4571,16.59,91.68,89.48,96.62,122.13
10/11/2017,87.2811,16.49,91.36,88.61,95.18,121.13
13/11/2017,87.2035,16.61,91.04,88.98,94.31,121.31
14/11/2017,86.1605,16.6,89.04,88.34,94.13,121.56
15/11/2017,86.0009,16.56,88.72,88.96,94.05,121.41
16/11/2017,85.6633,16.66,88.56,88.97,94.4001,121.4
17/11/2017,86.7657,16.86,90.8,90.8,95.14,122.86
20/11/2017,86.1931,16.52,90.24,88.21,94.69,121.31
21/11/2017,86.4733,16.53,91.2,88.94,95.56,121.51
22/11/2017,87.04,16.72,92.8,89.65,95.99,122.63
24/11/2017,86.9996,16.62,94.32,89.76,95.15,122.32
27/11/2017,86.9032,16.63,92.72,90.34,96.06,122.83
28/11/2017,86.7248,16.44,92.64,90.51,98.16,122.81
29/11/2017,86.4388,16.16,91.76,89.68,96.79,122.04
30/11/2017,85.7033,16.04,91.76,89.95,96.21,121.1
01/12/2017,86.4793,16.05,93.36,89.65,97.44,121.59
04/12/2017,85.7451,15.95,91.92,88.39,94.71,121.18
05/12/2017,85.0298,15.73,92.32,87.41,93.88,120.32
06/12/2017,84.1074,15.6,89.6,86.12,94.85,120.07
07/12/2017,83.8016,15.36,90.64,85.38,96.8512,118.49
08/12/2017,84.0109,15.46,91.92,84.75,96.07,118.48
11/12/2017,84.2183,15.35,92.8,84.75,96.41,118.01
12/12/2017,83.4281,15.34,91.52,83.96,96.71,118.15
13/12/2017,83.4683,15.66,90.64,84.68,97.07,119.17
14/12/2017,83.8374,15.52,91.44,84.2194,98.736,118.93
15/12/2017,84.053,15.66,91.68,85.18,97.7807,119.18
18/12/2017,84.4705,15.73,91.52,86.77,97.22,119.73
19/12/2017,84.5847,15.73,92.08,87.2,97.88,119.82
20/12/2017,85.0521,15.77,92.88,87.59,98.11,120.14
21/12/2017,85.277,15.73,93.12,87.3531,99.08,120.31
22/12/2017,85.7451,15.925,93.28,87.5,99.23,120.94
26/12/2017,86.7311,16.12,95.6,87.9,100.2,121.77
27/12/2017,87.0755,16.27,95.36,87.76,101.4723,122.23
28/12/2017,87.698,16.41,95.76,88.29,102.14,122.85
29/12/2017,88.1674,16.52,96.08,88.47,101.55,123.65
02/01/2018,88.4101,16.75,96.56,90.05,104.45,125.15
03/01/2018,88.6085,16.71,98.72,91.3,103.43,124.82
04/01/2018,88.5688,16.77,98.96,91.96,104.87,125.46
05/01/2018,87.9152,16.77,98.48,92.39,104.4,125.33
08/01/2018,87.6911,16.685,99.04,92.74,105,125.31
09/01/2018,88.0988,16.56,100.56,92.1,105.3,124.73
10/01/2018,88.2393,16.54,101.44,92.53,103.51,125.03
11/01/2018,88.3059,16.55,101.6,93.75,103.5,125.44
12/01/2018,88.7565,16.82,102.96,94.81,107.13,126.96
16/01/2018,88.4507,16.79,102.08,95.22,104.74,127.17
17/01/2018,88.7962,16.6,102.24,95.3,106.68,126.14
18/01/2018,88.6943,16.52,102.08,95.33,105.21,125.86
19/01/2018,88.5425,16.59,101.76,96.52,105.43,126.42
22/01/2018,88.8092,16.58,102.24,94.9,104.7892,126.65
23/01/2018,89.1564,16.62,103.76,95.82,104.46,127.28
24/01/2018,90.4641,17.12,105.76,96.81,106.34,128.83
25/01/2018,90.459,16.86,104.48,96.63,104.63,127.97
26/01/2018,90.7999,16.97,105.92,96.48,104.09,128.07
29/01/2018,90.6277,16.75,104.88,95.9095,103.63,127.35
30/01/2018,90.2823,16.68,103.2,94.71,100.74,126.8
31/01/2018,89.8001,16.91,103.84,95.35,98.02,127.65
01/02/2018,89.8659,16.81,105.92,95.93,99.02,128.07
02/02/2018,89.1213,16.18,104.32,94.15,99.53,126.39
05/02/2018,88.5135,16.28,102.16,94.33,97.98,126.71
06/02/2018,88.1673,16.18,101.6,94.13,96.37,125.38
07/02/2018,87.148,15.92,98.96,93.31,93.86,124.79
08/02/2018,87.0087,15.97,96.72,92.7,91.5,124.98
09/02/2018,85.6442,15.91,94.88,91.76,93.12,124.77
12/02/2018,86.3257,16.11,95.12,92.5506,94.05,125.37
13/02/2018,86.7893,16.15,94.96,92.76,94.1799,126.08
14/02/2018,87.9944,16.46,97.44,95.1,95.65,128.23
15/02/2018,88.2377,16.45,98.64,95.5,97.17,128.38
16/02/2018,88.2043,16.27,99.04,95.77,99.85,127.96
20/02/2018,88.0035,16.05,99.12,95.25,98.57,126.24
21/02/2018,88.2742,16.08,98.32,94.22,97.3,125.66
22/02/2018,88.6675,16.19,100.72,94.94,99,126.3
23/02/2018,88.6922,16.11,102.16,94.82,99.72,126.14
26/02/2018,89.0401,16.21,102.88,95.12,101.3,126.45
27/02/2018,88.5909,16.01,101.2,93.6,98.95,125.13
28/02/2018,88.1409,15.99,98.96,93.53,99.4202,125
01/03/2018,88.2028,16.08,98.8,91.97,94.1,124.72
02/03/2018,88.1477,16.1,98.96,92,94.69,125.39
05/03/2018,88.7022,16.01,100.72,91.51,93.63,125.18
06/03/2018,89.0069,16.32,100.56,92.2,93.85,126.53
07/03/2018,88.0368,16.05,98.8,90.65,92.48,125.72
08/03/2018,87.5878,16.08,97.2,90.61,92.82,125.42
09/03/2018,87.9546,16.17,99.76,91.73,94.74,125.54
12/03/2018,87.6662,16.13,98.96,91.7479,93.05,125.54
13/03/2018,87.8767,16.14,97.92,91.89,94.25,125.78
14/03/2018,87.6738,16.13,98.24,91.62,94.13,125.7
15/03/2018,87.3169,15.96,98.72,90.768,94.13,124.9
16/03/2018,87.3633,15.92,100.4,90.38,94.62,124.6
19/03/2018,86.5238,15.91,100.4,90.72,94.09,124.87
20/03/2018,86.7228,15.79,102.48,89.82,93.43,124.31
21/03/2018,87.41,16.19,105.44,91.32,94.19,126.48
22/03/2018,87.1029,15.98,103.6,90.43,93.71,125.98
23/03/2018,87.4415,16.11,106.24,90.24,92.79,127.61
26/03/2018,87.2526,16.27,105.68,90.67,92.77,128.28
27/03/2018,87.258,16.1,104.64,89.8,92.42,127.49
28/03/2018,86.7627,15.88,104.32,89.15,91.95,125.73
29/03/2018,87.4729,15.94,104.72,88.65,90.53,125.79
02/04/2018,86.8328,16.19,101.92,89,89.03,127.26
03/04/2018,87.0085,15.995,102.48,88.21,88.73,126.3
04/04/2018,86.6218,15.89,102.56,87.27,88.25,126.45
05/04/2018,87.1757,15.98,102.64,86.83,86.2,125.8
06/04/2018,86.9381,15.95,100.08,87.15,85.85,126.39
09/04/2018,88.0136,16.09,102.16,88.8,88.57,126.82
10/04/2018,88.8005,16.1538,106,88.53,90.64,127.12
11/04/2018,89.2491,16.23,107.6,88.74,91.72,128.11
12/04/2018,89.0947,16.06,108.16,88.4,91.79,126.62
13/04/2018,89.2762,16.21,108.4,88.54,93.83,127.45
16/04/2018,89.0339,16.24,107.04,88.34,95.62,127.63
17/04/2018,89.0157,16.33,107.28,89.12,96.51,127.75
18/04/2018,90.4564,16.73,111.04,89.58,98.7,127.85
19/04/2018,89.9702,16.81,110.16,89.05,98.36,127.6
20/04/2018,89.8496,16.68,110,88.21,98.11,126.63
23/04/2018,89.1948,16.2,111.36,87.6958,93.56,125.62
24/04/2018,89.0806,16.305,109.44,88.68,92.76,126.23
25/04/2018,89.2481,16.13,109.76,86.67,92.82,125.41
26/04/2018,89.4003,16.105,110.16,86.43,93.87,124.97
27/04/2018,89.3829,16.11,109.84,86.97,92.59,125.5
30/04/2018,89.593,15.91,110.4,85.98,92,124.59
01/05/2018,89.3671,15.75,108.88,85.03,89.88,123.71
02/05/2018,89.4942,15.94,109.36,85.18,91.51,123.65
03/05/2018,89.6717,15.99,110.56,85.83,91.51,124.28
04/05/2018,89.9896,16.08,112.72,86.48,92.17,124.54
07/05/2018,89.8226,16.05,112.8,86.62,92.39,124.57
08/05/2018,89.5833,16.06,112.48,86.89,92.54,124.59
09/05/2018,90.1004,16.06,114.96,86.91,92.987,124.33
10/05/2018,90.5536,16.27,115.28,88.02,95.07,125.18
11/05/2018,90.0377,16.24,114,87.77,94.34,125
14/05/2018,90.3688,16.08,115.04,86.61,94.91,124.49
15/05/2018,90.1228,15.86,115.2,85.3912,93.44,122.48
16/05/2018,90.1813,15.94,115.68,84.77,93.89,122.29
17/05/2018,90.3074,16.01,115.92,84.75,92.99,122.36
18/05/2018,90.4135,16.01,115.44,84.25,92.02,122.41
21/05/2018,90.9729,16.08,117.36,85.49,94.3225,122.48
22/05/2018,91.4178,16.12,116.48,86.29,94.32,122.41
23/05/2018,91.5724,16.03,116.08,86,93.0432,122.54
24/05/2018,91.5113,16.23,114.32,86.65,92.79,123.59
25/05/2018,90.9191,16.07,109.44,85.62,93.15,123.21
29/05/2018,90.2764,15.97,108.08,86.26,92.894,123.19
30/05/2018,90.7204,16.08,110.64,86.49,93.77,123.37
31/05/2018,90.7159,15.99,108.4,86.27,94.03,123.1
01/06/2018,90.4524,15.96,106,85.89,95.38,122.49
04/06/2018,89.4298,15.98,104.96,85.6,94.56,122.37
05/06/2018,89.6956,16.051,105.76,85.67,94.4,122.85
06/06/2018,89.7651,16.24,105.28,86.06,96.92,122.92
07/06/2018,90.0453,16.26,106.8,85.52,96.2,122.86
08/06/2018,89.9754,16.33,106.16,86.12,96.32,123.01
11/06/2018,89.6466,16.4801,106.88,86.04,97.22,123.23
12/06/2018,89.8981,16.41,107.2,85.45,97,122.82
13/06/2018,89.9678,16.62,107.76,85.9,96.44,123.19
14/06/2018,89.2162,16.74,108.16,86.13,95.98,123.38
15/06/2018,87.7026,16.14,104.4,84.47,94.23,121.34
18/06/2018,87.6264,16.05,106.32,84,94.18,121.11
19/06/2018,86.5778,15.89,105.12,82.519,92.1331,120.8
20/06/2018,86.7779,15.87,106.24,82.85,91.63,120.26
21/06/2018,86.4193,15.89,106.48,82.08,90.2,120.05
22/06/2018,87.3203,16.02,112.16,83.19,90.95,120.34
25/06/2018,86.1721,15.91,110.16,82.42,89.5,119.89
26/06/2018,86.5277,15.87,114.16,82.46,91.29,119.26
27/06/2018,87.1417,15.62,117.2,81.4,90.3375,118.58
28/06/2018,86.7896,15.585,118.88,80.79,89.71,118.22
29/06/2018,87.4095,15.66,120.48,81.14,90.6,118.65
02/07/2018,85.7301,15.43,119.68,77.66,89.8,117.46
03/07/2018,85.925,15.555,119.36,79.95,89.43,118.65
05/07/2018,85.5303,15.61,118.24,80.05,90.29,119.05
06/07/2018,86.2079,15.6,119.68,80.21,90.37,118.86
09/07/2018,86.1289,15.69,120.24,80.89,91.14,119.15
10/07/2018,85.763,15.64,120.56,80.479,89.56,118.93
11/07/2018,83.4448,15.38,114.48,78.88,89.1,117.64
12/07/2018,84.0096,15.52,115.12,80.04,90.35,118.13
13/07/2018,83.8306,15.38,115.76,78.94,89.1,117.61
16/07/2018,82.8425,15.3752,111.52,78.32,87.34,117.55
17/07/2018,82.8235,15.17,111.6,77.7,86.8164,116.28
18/07/2018,83.1195,15.15,112.8,77.78,86.23,116.31
19/07/2018,83.0658,14.91,113.04,76.62,82.79,115.81
20/07/2018,83.683,15.1,113.2,78.64,84.96,116.56
23/07/2018,83.6367,14.98,112.72,78.96,86.8999,116
24/07/2018,84.074,15.08,113.84,79.1778,86.92,116.04
25/07/2018,84.9295,15.19,115.36,80.23,89.01,116.68
26/07/2018,84.953,14.99,115.76,78.35,88.29,115.77
27/07/2018,84.8391,15.08,114.56,79,88,115.83
30/07/2018,85.3821,15.08,116.32,78.69,88.08,115.65
31/07/2018,85.3947,15.12,114.24,79.65,88.81,115.99
01/08/2018,84.2491,14.99,112.72,77.71,87.2199,115.14
02/08/2018,84.5095,14.91,114.88,78.5,86.9,114.52
03/08/2018,84.8999,15.02,114.16,79.06,86.68,114.92
06/08/2018,85.0631,14.9,114.48,78.12,86.06,114.33
07/08/2018,85.4817,14.96,114.88,78.82,86.27,114.59
08/08/2018,85.1261,15,111.2,78.98,85.34,114.91
09/08/2018,84.8891,15.02,111.04,79.15,85.85,114.74
10/08/2018,84.2307,14.92,112.64,78.75,86.41,114.69
13/08/2018,83.5408,14.58,112.08,76.16,84.6,112.96
14/08/2018,83.771,14.67,111.92,76.18,85.35,113.07
15/08/2018,82.1694,14.0435,108.08,72.98,80.32,111.19
16/08/2018,83.0114,14.26,109.04,74.02,84.16,111.1
17/08/2018,83.3457,14.42,109.52,75.01,86.5,112.13
20/08/2018,83.328,14.37,110.08,75.57,86.6503,112.69
21/08/2018,83.4426,14.36,110.64,75.45,86.82,113.02
22/08/2018,83.5908,14.36,114.16,75.53,87.98,113.27
23/08/2018,83.1093,14.11,114.16,73.83,87.04,112.2
24/08/2018,83.6904,14.42,115.44,75.0199,88.77,114.16
27/08/2018,83.7612,14.49,116,76.26,90.18,114.59
28/08/2018,83.3627,14.32,115.44,75.02,89.03,113.68
29/08/2018,83.8224,14.36,117.28,75.69,91.39,114.2
30/08/2018,83.6155,14.17,118,75.27,91.9228,113.64
31/08/2018,83.736,14.12,117.68,74.7,93.29,113.51
04/09/2018,83.1276,13.78,116.64,74,92.9691,112.93
05/09/2018,82.6974,13.82,115.92,74.55,92.44,113.32
06/09/2018,82.4301,13.79,114.4,75.07,92.29,113.54
07/09/2018,82.5853,13.79,114.24,74.22,92.8,113.23
10/09/2018,82.9329,13.78,113.68,74.51,92.69,113.15
11/09/2018,82.9778,13.74,116.8,74.8,92.29,113.22
12/09/2018,83.4708,13.88,118.24,75.89,92.39,114.17
13/09/2018,82.7206,13.81,115.92,76.27,92.97,113.76
14/09/2018,82.4586,13.7,116,75.6,92.66,113.02
17/09/2018,82.1393,13.8,115.76,75.86,93.56,113.61
18/09/2018,82.7356,13.78,117.52,77.15,95.91,113.44
19/09/2018,83.3624,13.85,119.52,78.08,98.27,113.88
20/09/2018,83.882,13.93,118.4,79.17,99.76,114.27
21/09/2018,84.4025,13.9,119.68,78.61,99.75,113.49
24/09/2018,84.8516,13.89,122,78.5,100.4,113.47
25/09/2018,85.0843,14.07,122.16,78.2,100.59,113.65
26/09/2018,84.6968,13.98,120.88,78.1,101.525,113.05
27/09/2018,84.7532,13.89,122.08,76.96,102.6732,112.05
28/09/2018,85.201,14.22,124.16,77.3679,102.11,112.76
01/10/2018,86.3638,14.11,127.6,78.125,100.1799,112.57
02/10/2018,87.1491,14.27,126.96,78.76,99.98,113.87
03/10/2018,87.6762,14.24,128.64,78.6,100.58,113.42
04/10/2018,86.7897,14.2,125.92,78.26,100.39,113.48
05/10/2018,86.8993,14.23,125.52,78.13,101.77,113.8
08/10/2018,86.9255,14,125.44,77.8,102.22,112.54
09/10/2018,87.2356,14.02,126.56,78.358,101.84,112.6
10/10/2018,86.3888,13.91,123.04,78.06,101.38,112.88
11/10/2018,85.9238,14.17,119.6,79.63,102.54,115.78
12/10/2018,86.2351,14.21,120.96,79.48,101.25,115.23
15/10/2018,87.1261,14.28,121.04,79.93,103.1,116
16/10/2018,87.0263,14.25,121.52,79.83,102.438,115.8
17/10/2018,86.7024,14.24,118.56,79.01,101.6,115.79
18/10/2018,85.7479,14.19,116.48,78.53,101.8849,115.92
19/10/2018,85.9472,14.22,117.76,78.8543,102.7,116.01
22/10/2018,85.7791,14.18,117.92,78.11,106.5999,115.71
23/10/2018,85.1445,14.3381,112.32,79.04,108.79,116.39
24/10/2018,84.7937,14.26,112.4,78.76,107.24,116.66
25/10/2018,84.6247,14.23,113.68,78.53,104.6166,116.4
26/10/2018,84.9968,14.29,114.64,79.08,104.84,116.77
29/10/2018,84.3968,14.06,112.88,79.08,103.36,116.31
30/10/2018,83.5825,14.09,112.24,79.33,102.1,115.8
31/10/2018,83.1903,13.9,110.32,79.65,102.58,115.15
01/11/2018,83.5847,14.33,107.68,81.5953,103.78,116.63
02/11/2018,83.8847,14.34,106.48,82.5,106.0726,116.65
05/11/2018,84.1979,14.25,106.4,81.79,107.64,116.37
06/11/2018,83.6683,14.12,105.44,82.3631,105.75,116.04
07/11/2018,83.7257,14.17,104.48,82.76,107.5265,116.03
08/11/2018,83.2718,14.05,102.72,81.91,107.4551,115.78
09/11/2018,82.8946,13.79,101.6,81,105.841,114.48
12/11/2018,83.048,13.62,99.84,79.68,104.5,113.66
13/11/2018,82.446,13.61,93.52,79.45,105.3155,113.7
14/11/2018,84.7271,13.77,95.6,79.15,107.08,114.64
15/11/2018,82.8529,13.92,95.84,79.73,110,114.77
16/11/2018,83.9124,14.01,96.56,80.17,111.7799,115.62
19/11/2018,84.8291,14.03,97.12,80.85,110.23,115.67
20/11/2018,82.9904,13.94,90.16,79.76,108.1801,115.67
21/11/2018,83.3654,14.09,92.16,80.24,109.02,115.86
23/11/2018,81.4831,13.88,86.64,79.5,106.5847,115.77
26/11/2018,81.4579,13.85,87.52,80.05,108.9,115.64
27/11/2018,81.1393,13.74,87.6,79,109.9,114.95
28/11/2018,82.466,13.92,85.28,78.14,112.3516,115.38
29/11/2018,82.6354,13.9,86.96,77.62,111.9175,115.74
30/11/2018,82.5607,13.78,85.84,75.65,111.64,115.54
03/12/2018,82.956,13.96,90.16,76.32,113.98,116.41
04/12/2018,83.4006,14.12,89.44,76.03,117.26,117.12
06/12/2018,82.2713,14.06,87.52,74.78,115.69,117.14
07/12/2018,83.4889,14.22,88.88,75.16,117.15,118.09
10/12/2018,82.7296,14.11,86,74.32,116.84,117.68
11/12/2018,82.6215,14.15,87.6,74.5,118.8,117.54
12/12/2018,82.1853,14.33,86.56,76.06,121.8,117.79
13/12/2018,82.5144,14.35,89.68,75.54,123.65,117.53
14/12/2018,81.2656,14.16,86.56,74.62,120.62,117.06
17/12/2018,80.2648,14.25,83.6,75.25,122.685,117.87
18/12/2018,79.6797,14.23,78.32,74.9621,121.0799,118.15
19/12/2018,79.9565,14.16,80.16,74.5108,122.16,117.43
20/12/2018,78.8092,14.3542,77.76,75.18,119.8547,119.24
21/12/2018,78.6952,14.21,76.56,74.6487,115.94,118.72
24/12/2018,77.2127,14.37,74.32,74.5333,119.2162,120.02
26/12/2018,78.2144,14.63,79.2,75.45,118,119.66
27/12/2018,77.8029,14.82,76.96,75.42,119.5,120.57
28/12/2018,77.5922,14.94,76.24,74.7239,119.7177,121.06
31/12/2018,76.7154,15.039,77.28,75.24,119.05,121.25
02/01/2019,76.9851,15.08,78.8,75.32,120.03,121.33
03/01/2019,77.4544,15.28,79.6,75.67,122.7074,122.43
04/01/2019,78.3352,15.25,81.44,77.8747,125.695,121.44
07/01/2019,78.5743,15.2,82.32,77.9356,126.76,121.86
08/01/2019,78.9489,15.21,84,77.76,128.2689,121.53
09/01/2019,79.9122,15.3,88.4,78.12,126.76,122.31
10/01/2019,79.489,15.12,88.8,77.74,126.3833,121.59
11/01/2019,79.6614,15.15,87.2,76.86,125.24,121.8
14/01/2019,79.9021,15.21,85.52,75.99,125.55,122.09
15/01/2019,80.1043,15.12,88,75.69,124.91,121.88
16/01/2019,80.2592,15.15,88.48,76.54,128.03,122.27
17/01/2019,80.4502,15.1,88.24,76.94,133.2068,122.11
18/01/2019,81.3791,14.88,90.48,75.64,130.7077,121.02
22/01/2019,80.0891,14.91,88.96,74.81,126.9,121.45
23/01/2019,80.0749,14.94,88.4,75.3,128.47,121.28
24/01/2019,80.2096,14.88,89.36,76.02,125.5,121.09
25/01/2019,81.0693,15.27,90,77.49,128.9822,122.86
28/01/2019,79.8671,15.31,87.6,77,126.0045,123.29
29/01/2019,80.5004,15.4,89.28,77.22,126.52,123.98
30/01/2019,80.8822,15.61,91.2,77.48,128.3464,124.69
31/01/2019,80.7252,15.59,90.8,77.8,127.62,124.75
01/02/2019,80.965,15.46,93.04,78.28,127.65,124.5
04/02/2019,81.1004,15.42,92,77.79,127.61,123.96
05/02/2019,80.8806,15.41,90.32,77.73,131.19,124.28
06/02/2019,80.9856,15.22,90.56,76.47,130.44,123.44
07/02/2019,80.0391,15.3,88.56,75.65,131.58,123.74
08/02/2019,80.0655,15.37,88.64,75.8434,132.76,124.21
11/02/2019,79.6555,15.25,88.08,74.58,131.715,123.6
12/02/2019,80.0973,15.27,89.28,75.1,133,123.86
13/02/2019,80.1641,15.12,90.72,74.51,133.22,123.37
14/02/2019,79.9611,15.19,91.84,74.6,135,124.06
15/02/2019,80.9569,15.35,93.68,76.52,136.54,124.8
19/02/2019,81.2942,15.53,94.24,77.7,141.21,126.7
20/02/2019,81.6821,15.58,95.44,78.42,141.51,126.48
21/02/2019,81.7878,15.37,95.04,77.99,139.8291,125.05
22/02/2019,82.1246,15.48,95.6,79.9,141.98,125.5
25/02/2019,81.301,15.45,92.56,80.84,146.71,125.37
26/02/2019,81.2074,15.48,93.04,81.41,148.84,125.58
27/02/2019,81.6096,15.28,95.12,82.19,144.89,124.69
28/02/2019,81.3904,15.15,95.6,82.52,146.38,123.99
01/03/2019,80.966,14.71,93.28,81.07,146.095,121.88
04/03/2019,80.8184,14.61,94.4,79.12,145.1,121.56
05/03/2019,81.1937,14.75,94.56,79.25,143.18,121.72
06/03/2019,80.7408,14.65,94,78.32,145,121.61
07/03/2019,80.52,14.58,94.48,77.14,144.08,121.51
08/03/2019,80.4667,14.91,93.84,77.57,143.17,122.84
11/03/2019,80.2569,14.88,94.88,77.46,144.66,122.24
12/03/2019,80.8615,15,95.12,79.1,145.62,122.98
13/03/2019,81.5304,15.03,97.52,80.04,147.5,123.84
14/03/2019,81.3474,14.77,97.76,78.08,147.5225,122.41
15/03/2019,81.5838,14.85,97.6,78.73,147.9531,122.97
18/03/2019,81.8765,14.91,98.48,79.02,150.09,123.04
19/03/2019,82.093,14.93,98.24,80.81,151.34,123.38
20/03/2019,82.3797,15.07,100,82.13,152.13,124.18
21/03/2019,82.3473,15.02,99.52,81.53,151.35,123.68
22/03/2019,81.7507,14.98,97.84,80.12,146.975,123.97
25/03/2019,81.9158,15.08,98,81.2,148.99,124.92
26/03/2019,81.9936,15,99.76,81.26,145.41,124.3
27/03/2019,81.5642,14.83,98.72,80.73,135.14,123.65
28/03/2019,81.0873,14.59,98.8,79.38,126.19,121.9
29/03/2019,81.0872,14.68,100,80.15,130.54,122.01
01/04/2019,81.6727,14.66,102.56,80.35,135,121.53
02/04/2019,81.8613,14.67,104.08,80.51,136.26,121.98
03/04/2019,82.1833,14.68,103.92,82.23,133.3,121.8
04/04/2019,82.2323,14.74,103.36,84.94,129.91,122.11
05/04/2019,82.3702,14.67,105.2,85.09,129.55,121.98
08/04/2019,82.7739,14.82,107.2,85.92,130.66,122.51
09/04/2019,82.6223,14.78,106.64,84.22,131.95,123.15
