Date,BCOM,SILVER,OIL,PLATINUM,PALLADIUM,GOLD
24/04/2015,101.5906,15.46,157.36,108.87,74.56,113.05
27/04/2015,101.765,16.09,156.16,111.35,75.4,115.33
28/04/2015,102.061,16.35,156.8,112.13,75.21,116.33
29/04/2015,103.0634,16.24,160.96,111.7514,75.82,115.51
30/04/2015,103.7471,15.84,164.08,110.56,75.27,113.47
01/05/2015,103.3993,15.92,163.2,109.64,74.82,113.08
04/05/2015,103.6961,16.145,162.24,111.11,75.71,114.1
05/05/2015,104.7285,16.24,166.08,110.87,76.81,114.42
06/05/2015,104.562,16.22,166.56,110.71,76.79,114.36
07/05/2015,103.1043,16.02,161.6,109.4,75.59,113.42
08/05/2015,104.0993,16.19,163.36,110.5,77.35,113.97
11/05/2015,103.3951,16.008,163.04,109.18,75.79,113.53
12/05/2015,104.6512,16.25,165.92,109.57,75.975,114.5
13/05/2015,104.9837,16.81,164.88,111.15,76.1,116.55
14/05/2015,105.4938,17.12,164.24,112.29,75.665,117.18
15/05/2015,105.3453,17.21,164.16,113.06,76.72,117.53
18/05/2015,105.088,17.38,163.52,113.79,75.86,117.52
19/05/2015,102.8047,16.84,157.04,111.39,75.11,115.89
20/05/2015,102.9428,16.82,158.72,111.91,75.2,116.08
21/05/2015,103.7503,16.85,164,111.67,75.71,115.69
22/05/2015,102.5038,16.77,162,110.84,75.94,115.6
26/05/2015,100.772,16.47,157.52,109.08,75.7399,113.91
27/05/2015,100.0014,16.41,155.84,108.38,76.02,113.89
28/05/2015,100.1561,16.43,156.48,108.01,76.2151,114.02
29/05/2015,100.9465,16.4392,162.48,107.66,75.2,114.1
01/06/2015,101.0561,16.47,162.88,106.91,74.81,114
02/06/2015,102.0676,16.51,165.44,107.96,74.31,114.46
03/06/2015,100.9914,16.24,161.36,106.92,73.48,113.64
04/06/2015,100.0515,15.9,157.28,106.6,73.18,112.84
05/06/2015,100.2458,15.83,159.2,106.09,73.0392,112.24
08/06/2015,100.6041,15.76,157.68,106.7701,72.09,112.57
09/06/2015,102.1749,15.7,161.68,107.26,71.8006,112.82
10/06/2015,102.712,15.76,165.12,108,72.14,113.78
11/06/2015,101.4942,15.76,163.92,107.33,72.2077,113.26
12/06/2015,100.5809,15.699,162.16,105.96,71.36,113.23
15/06/2015,100.2693,15.86,161.2,105.31,71.06,113.73
16/06/2015,100.5206,15.748,162.08,104.51,70.96,113.32
17/06/2015,100.523,15.89,161.68,104.84,70.02,113.85
18/06/2015,100.6035,15.92,162.88,104.76,69.7,115.32
19/06/2015,99.8353,15.83,160.16,105.12,68.45,115.12
22/06/2015,100.0458,15.93,161.28,102.88,67.49,113.64
23/06/2015,100.7234,15.56,163.76,103.31,67.39,112.89
24/06/2015,100.468,15.64,161.68,104.01,67.26,112.59
25/06/2015,100.9008,15.6,159.84,104.82,65.6,112.44
26/06/2015,101.1317,15.5365,159.84,104.56,65.6,112.56
29/06/2015,100.7349,15.45,156.08,104.4,64.5,113.07
30/06/2015,102.6892,15.452,159.04,104.2,65.15,112.37
01/07/2015,101.6029,15.34,152.8,104.7,67.46,111.98
02/07/2015,101.8648,15.38,151.44,104.74,67.05,111.76
06/07/2015,99.1078,15.4106,141.84,102.7,65.66,112.06
07/07/2015,97.5994,14.86,142.08,100.6,62.8,110.76
08/07/2015,97.8443,14.88,139.04,99.71,63.26,111.09
09/07/2015,99.0382,15.19,141.68,99,61.67,111.36
10/07/2015,99.3342,15.36,141.36,99.6899,62.96,111.49
13/07/2015,99.5776,15.24,140.08,100.05,63.76,110.99
14/07/2015,99.4037,15.1167,141.76,99.29,63.16,110.74
15/07/2015,98.4829,14.8401,137.84,98.95,62.06,110.16
16/07/2015,98.0791,14.78,136.4,97.84,60.91,109.76
17/07/2015,97.5677,14.66,135.92,96.66,59.74,108.65
20/07/2015,96.2029,14.46,133.52,94.35,58.56,105.7
21/07/2015,96.3599,14.56,135.28,94.49,60.45,105.37
22/07/2015,95.3199,14.54,130.72,94.6101,60.66,104.8
23/07/2015,94.3904,14.3891,129.12,94.34,59.44,104.33
24/07/2015,93.2871,14.42,128.24,95.35,60.4199,105.35
27/07/2015,92.1493,14.31,125.2,95.24,59.32,104.86
28/07/2015,92.8979,14.43,126.8,95.34,60.12,105.02
29/07/2015,93.045,14.56,129.92,95.51,60.01,105.17
30/07/2015,92.6245,14.4831,128.8,95.38,59.96,104.27
31/07/2015,91.7827,14.46,124.72,95.15,59.11,104.93
03/08/2015,90.4331,14.27,120.8,93.19,57.98,104.1
04/08/2015,91.1156,14.318,121.76,92.3737,57.97,104.31
05/08/2015,90.8273,14.34,120.24,91.75,57.46,103.93
06/08/2015,90.5323,14.37,118.96,92.04,58.05,104.39
07/08/2015,90.4799,14.52,116.48,92.8601,58.09,104.65
10/08/2015,92.6227,14.99,119.12,95.38,58.96,105.72
11/08/2015,91.1178,15.05,115.92,95.5699,58.24,106.26
12/08/2015,90.8315,15.24,115.52,96.59,60.56,107.75
13/08/2015,90.4538,15.118,112.72,95.81,59.44,106.86
14/08/2015,90.3553,14.96,111.92,95.86,59.76,106.85
17/08/2015,89.8147,15.051,111.12,96.5,59.38,107.13
18/08/2015,89.2938,14.61,112.4,96.33,57.71,107.11
19/08/2015,88.5264,14.99,107.44,98.13,59.16,108.55
20/08/2015,89.2297,15.2,106.96,99.59,60.11,110.44
21/08/2015,87.8048,15.01,105.84,98.865,58.44,111.13
24/08/2015,85.8531,14.54,99.92,95.59,55.48,110.53
25/08/2015,86.2752,14.38,101.84,94.44,51.82,109.16
26/08/2015,85.1383,13.9429,102.16,94.78,51.34,107.67
27/08/2015,87.7216,14.19,111.6,96.74,54.68,107.73
28/08/2015,89.3579,14.33,119.04,98.64,56.82,108.7
31/08/2015,90.9328,14.37,127.12,97.65,58.02,108.82
01/09/2015,88.738,14.34,118.48,96.67,55.1,109.2
02/09/2015,88.9281,14.42,120.72,98.04,56.46,108.62
03/09/2015,89.4195,14.43,122.72,97.1,55.41,107.84
04/09/2015,88.4894,14.32,120.64,95.9989,56.4,107.49
08/09/2015,89.3503,14.52,120.16,97.06,57.05,107.52
09/09/2015,88.2201,14.34,116.08,94.66,55.91,106.13
10/09/2015,89.1462,14.39,119.44,94.55,57.03,106.38
11/09/2015,88.9268,14.35,117.2,93.82,57.163,106.16
14/09/2015,88.5721,14.17,115.12,92.38,56.66,106.22
15/09/2015,88.571,14.18,116.56,93.09,58.072,105.9
16/09/2015,89.4589,14.64,122.88,93.89,59.09,107.31
17/09/2015,89.0314,14.85,121.84,94.9037,59.0774,108.41
18/09/2015,87.7272,14.89,116.96,94.69,58.76,109.21
21/09/2015,88.5615,14.93,120.4,93.56,59.34,108.53
22/09/2015,87.6693,14.53,119.36,90.53,58.83,107.79
23/09/2015,87.186,14.527,115.52,90.1,62.61,108.22
24/09/2015,87.8704,14.86,116.72,92.15,63.36,110.49
25/09/2015,88.4942,14.82,117.76,91.4,64.191,109.81
28/09/2015,87.3344,14.3299,115.04,88.69,62.56,108.42
29/09/2015,87.5618,14.37,116.88,88.53,63.54,107.98
30/09/2015,87.8214,14.26,117.44,87.86,62.96,106.86
01/10/2015,87.1305,14.27,116.64,87.36,65.21,106.73
02/10/2015,87.8914,14.98,118.16,87.94,67.46,108.99
05/10/2015,88.8007,15.33,120,88.25,66.99,108.77
06/10/2015,90.2675,15.52,125.92,90.18,68.06,109.86
07/10/2015,90.1089,15.72,124.56,91.36,67.24,109.7
08/10/2015,90.3452,15.41,128.32,91.81,67.74,109.14
09/10/2015,91.0084,15.55,127.92,94.7,68.54,110.87
12/10/2015,90.0524,15.55,122.48,96.01,66.86,111.31
13/10/2015,89.9819,15.5984,120.48,95.41,65.82,111.86
14/10/2015,90.1376,15.88,120.4,96.53,67.6,113.81
15/10/2015,89.839,15.8301,121.04,96.96,67.86,113.29
16/10/2015,89.7835,15.78,121.76,98.11,67.23,112.49
19/10/2015,88.5192,15.55,118.64,97.68,66.12,112.02
20/10/2015,88.829,15.6283,117.84,98.48,67.01,112.73
21/10/2015,88.1843,15.42,115.44,96.91,65.16,111.73
22/10/2015,88.1748,15.546,116.08,97.52,66.3,111.69
23/10/2015,87.4464,15.55,114.16,96.65,66.85,111.5
26/10/2015,86.9614,15.58,112.08,96.29,65.86,111.43
27/10/2015,86.6234,15.56,110.56,95.19,65.38,111.68
28/10/2015,87.642,15.6999,117.52,96.51,65.66,110.78
29/10/2015,86.8672,15.305,117.04,95.73,64.66,109.72
30/10/2015,87.4289,15.2364,118.48,94.96,65.2,109.3
02/11/2015,86.8684,15.14,118,94.36,62.69,108.59
03/11/2015,87.693,14.9923,122.24,93.13,62.22,106.98
04/11/2015,86.5148,14.81,118.8,92.15,60.84,105.97
05/11/2015,85.826,14.728,115.84,91.71,58.6,105.64
06/11/2015,85.2346,14.49,113.84,90.7501,59.9,104.1
09/11/2015,84.2369,14.3,112.64,88.2679,57.8263,104.4
10/11/2015,84.0446,14.14,112.72,86.89,57.76,104.18
11/11/2015,83.618,14.04,110.08,85.08,55.48,103.83
12/11/2015,82.8691,14.03,106.8,84.79,54.24,103.85
13/11/2015,82.4332,13.9699,104.48,82.99,52.1,103.56
16/11/2015,82.4601,14.01,107.12,83.63,53.27,103.71
17/11/2015,81.7422,13.93,104.08,82.31,52.54,102.34
18/11/2015,81.5672,13.92,104.4,81.81,51.93,102.43
19/11/2015,81.7412,13.99,103.68,82.61,52.17,103.56
20/11/2015,81.4234,13.88,103.44,82.45,54.14,103.09
23/11/2015,81.4999,13.86,104.16,81.64,52.02,102.26
24/11/2015,82.1446,13.9,106.56,81.16,52.08,102.94
25/11/2015,82.2684,13.91,107.12,81.2,53.6,102.46
27/11/2015,81.0962,13.83,104.24,80.74,53.09,101.25
30/11/2015,81.0781,13.83,103.44,80.12,52.45,101.92
01/12/2015,81.7533,13.92,103.6,80.91,52.11,102.28
02/12/2015,80.3708,13.76,99.84,80.25,50.86,100.69
03/12/2015,81.2978,13.87,102.16,81.73,51.9,101.76
04/12/2015,81.7016,14.28,99.68,85.01,54.95,104.02
07/12/2015,79.5064,14.02,93.76,82.21,53.11,102.67
08/12/2015,79.169,13.89,93.44,81.61,52.81,102.84
09/12/2015,79.2466,13.88,92.48,82.84,53.28,102.64
10/12/2015,79.1544,13.83,90.96,82.52,52.28,102.55
11/12/2015,78.4224,13.68,88.56,81.24,52.3172,103.11
14/12/2015,77.9609,13.431,89.28,81.92,52.66,101.79
15/12/2015,77.5781,13.49,91.2,82.5916,54.46,101.52
16/12/2015,77.0807,13.82,87.92,84.26,55.01,102.75
17/12/2015,76.6045,13.48,85.92,81.293,53.51,100.5
18/12/2015,77.4523,13.82,85.28,82.93,53.71,102.04
21/12/2015,77.6985,14.04,85.28,84.11,53.27,103.15
22/12/2015,77.169,13.9802,86.16,83.94,53.53,102.61
23/12/2015,78.1055,14.04,90.08,83.79,53.27,102.31
24/12/2015,78.4851,14.06,90.4,85.13,53.8,103.05
28/12/2015,77.879,13.63,87.44,85.11,53.11,102.27
29/12/2015,79.0418,13.68,90.08,85.62,53.66,102.2
30/12/2015,78.0881,13.59,87.44,83.76,52.1,101.42
31/12/2015,78.5588,13.5601,88,85.83,54.17,101.46
04/01/2016,77.9054,13.56,87.84,85.29,52.06,102.89
05/01/2016,77.6628,13.71,85.28,85.71,51.55,103.18
06/01/2016,76.6414,13.76,80.88,84.85,49.02,104.67
07/01/2016,76.6828,14.03,79.2,84.82,47.51,106.15
08/01/2016,76.7265,13.7,78.4,85,47.56,105.68
11/01/2016,75.1221,13.6054,74,81.59,46.21,104.74
12/01/2016,74.4338,13.55,73.36,80.63,45.46,104.21
13/01/2016,74.63,13.9,72.72,81.89,46.89,104.72
14/01/2016,74.5594,13.5898,73.84,80.56,47.53,103.02
15/01/2016,73.4877,13.54,70.32,79.97,47.11,104.08
19/01/2016,73.6098,13.87,67.92,79.986,47.75,103.98
20/01/2016,72.8759,13.8899,65.92,79.41,47.84,105.37
21/01/2016,73.7915,13.81,68.48,79.1299,48.05,105.49
22/01/2016,75.2355,13.78,74.16,80.2,47.92,105
25/01/2016,74.4959,13.98,68.32,82.71,47.15,106.08
26/01/2016,75.499,14.234,71.76,84.61,47.7201,107.29
27/01/2016,76.1198,14.13,73.44,84.94,48.07,107.69
28/01/2016,76.1049,13.967,77.6,83.48,47.33,106.54
29/01/2016,77.2234,13.98,77.2,83.97,48.05,106.9492
01/02/2016,75.9526,14.04,72.16,83.92,48.56,108.05
02/02/2016,74.85,14.0268,68.56,82.54,47.58,108.09
03/02/2016,76.2718,14.36,74.72,84.9399,49.13,109.25
04/02/2016,76.1419,14.58,72.96,87.26,49.4,110.57
05/02/2016,75.5965,14.76,71.28,87.92,48.33,112.32
08/02/2016,75.5048,15.09,69.12,89.2,49.61,113.83
09/02/2016,74.0028,14.97,65.44,89.85,49.61,113.58
10/02/2016,73.916,15.03,63.68,90.19,50.36,114.46
11/02/2016,73.9578,15.51,63.9385,92.54,50.49,119.0592
12/02/2016,75.4389,15.46,66.64,92.15,50.31,118.36
16/02/2016,74.7166,14.9333,66.48,89.75,48.9601,114.77
17/02/2016,76.0288,14.9,70.24,90.86,49.46,115.48
18/02/2016,75.7455,15.11,69.28,91.12,48.58,118.29
19/02/2016,75.1058,15.06,68.4,90.84,48.12,117.58
22/02/2016,75.9732,14.79,71.28,89.3225,47.8301,115.49
23/02/2016,75.1753,14.9601,67.84,90.8801,48.27,117.22
24/02/2016,75.7747,14.95,68.72,90.59,47.01,117.61
25/02/2016,75.7443,14.92,70.4,89.34,46.71,117.92
26/02/2016,75.4617,14.4412,70.24,88.02,46.65,117.11
29/02/2016,75.9463,14.6299,72,90.29,47.5101,118.64
01/03/2016,76.0847,14.58,73.2,90.49,49.71,117.77
02/03/2016,76.4606,14.6799,74.4,90.34,50.07,118.68
03/03/2016,76.8692,14.88,74,91.49,51.94,120.73
04/03/2016,78.3828,15.198,77.2,94.5,53.53,120.54
07/03/2016,79.296,15.35,80.88,96.39,55.68,121.14
08/03/2016,78.4241,15.06,77.2,94.74,53.78,120.58
09/03/2016,79.4445,14.97,81.2,93.96,54.26,119.58
10/03/2016,79.3796,15.27,80.32,94.22,54.68,121.5
11/03/2016,79.9471,15.17,81.52,92.71,55.32,119.41
14/03/2016,79.4295,14.98,79.04,92.16,54.73,117.87
15/03/2016,78.8207,14.97,77.6,92.16,54.63,117.96
16/03/2016,79.5999,15.34,81.44,94.19,56.21,120.59
17/03/2016,81.2888,15.6,84.4,94.89,56.91,120.13
18/03/2016,80.7557,15.42,83.84,93.59,56.7455,119.8
21/03/2016,80.7885,15.5,84.72,94.69,57.9,118.96
22/03/2016,81.2301,15.62,84.32,95.69,58.25,119.31
23/03/2016,79.5757,14.9499,80.88,92.26,55.99,116.61
24/03/2016,79.2517,14.87,80.48,91.46,55.34,116.33
28/03/2016,79.4835,14.91,80.08,91.08,54.63,116.6
29/03/2016,79.3072,15.05,78.4,93.29,55.71,118.76
30/03/2016,78.9293,14.91,77.84,92.9,54.38,117.1
31/03/2016,78.8272,15.1201,77.6,94.04,54.29,117.64
01/04/2016,77.9417,14.7601,74.6335,92.26,54.35,116.93
04/04/2016,77.1817,14.64,72.64,90.691,52.98,116.15
05/04/2016,76.9725,14.84,73.04,91.5,52.54,117.66
06/04/2016,77.6481,14.77,76.8,91.19,52.18,116.94
07/04/2016,77.4519,14.9299,76.08,92.04,51.67,118.61
08/04/2016,79.0288,15.0629,80.24,93.14,51.87,118.43
11/04/2016,79.2825,15.55,82.24,95.14,52.8,120.03
12/04/2016,80.8911,15.87,85.12,96.39,52.64,120.05
13/04/2016,81.2446,15.81,84.08,96.23,52.43,118.77
14/04/2016,80.6462,15.8199,83.84,95.28,53.96,117.11
15/04/2016,80.3927,15.93,82,94.71,54.68,117.92
18/04/2016,80.6782,15.88,81.36,94.06,54.6925,117.74
19/04/2016,82.6543,16.64,83.52,97.6,56.02,119.58
20/04/2016,84.1773,16.6,86.08,98.19,57.1,118.97
21/04/2016,83.588,16.7,85.76,98.62,58.17,119.42
22/04/2016,83.0537,16.64,86.08,97.39,58.25,117.89
25/04/2016,82.8806,16.65,84.4,97.78,58.26,118.23
26/04/2016,83.8387,16.78,86.48,97.2601,57.98,118.7
27/04/2016,84.309,16.88,89.12,98.79,58.81,119.04
28/04/2016,84.8377,17.26,89.76,101.25,59.9,121.29
29/04/2016,85.5205,17.4899,90.4,103.65,60.15,123.65
02/05/2016,84.72,17.1573,88.4,103.98,59.7,123.24
03/05/2016,83.5775,17.1,85.92,102.31,58.12,122.96
04/05/2016,83.3537,17,86.32,101.66,57.54,122.21
05/05/2016,82.7066,16.92,87.2,102.21,57.74,122.07
06/05/2016,83.393,17.21,87.68,103.94,58.49,123.18
09/05/2016,81.7576,16.6181,85.44,100.4101,56.13,120.65
10/05/2016,83.3606,16.76,87.92,101.29,57.3066,120.98
11/05/2016,84.7138,17.04,90.72,102.67,58.51,122.12
12/05/2016,84.7504,16.73,91.6,101.024,57.23,121.16
13/05/2016,84.4663,16.77,90.96,101.19,57.05,121.71
16/05/2016,85.1403,16.8061,94.08,101.1011,56.86,121.8
17/05/2016,85.7167,16.9,95.36,101.37,56.35,122.22
18/05/2016,85.3994,16.5,93.6,98.76,55.33,120.1
19/05/2016,84.6832,16.1499,94.32,97.46,53.9038,119.87
20/05/2016,84.8666,16.17,94,98.44,53.7235,119.71
23/05/2016,84.3763,16.09,93.28,97.54,53.0633,119.37
24/05/2016,84.1733,15.89,94.56,96.43,51.52,117.3
25/05/2016,85.1889,15.98,96.24,95.46,51.18,116.98
26/05/2016,85.354,15.99,95.6,95.55,52.31,116.58
27/05/2016,85.4675,15.8736,95.84,94,51.66,115.62
31/05/2016,85.3383,15.6655,94.96,94.09,52.66,116.06
01/06/2016,85.9085,15.659,95.44,93.4699,52.59,115.94
02/06/2016,86.7062,15.679,94.88,92.1,51.41,115.67
03/06/2016,87.1411,16.087,94.56,94.52,53.15,118.88
06/06/2016,88.1137,16.14,96.32,95.8389,53.63,118.92
07/06/2016,88.2886,16.09,97.76,96.37,53.36,118.82
08/06/2016,89.9368,16.6999,99.44,97.34,53.94,120.58
09/06/2016,89.8772,16.968,98,96.679,53.93,121.25
10/06/2016,88.9427,16.99,94.96,95.52,52.38,121.74
13/06/2016,89.0837,17.0798,94.08,95.29,52.16,122.64
14/06/2016,88.7731,17.05,93.84,93.85,51.44,122.77
15/06/2016,88.4692,17.19,91.76,94.08,51.3,123.68
16/06/2016,87.2339,16.81,89.12,93.33,51.24,122.38
17/06/2016,88.7212,17.11,93.28,93.385,51.06,123.95
20/06/2016,89.4538,17.16,95.28,94.9316,52.74,123.21
21/06/2016,88.5833,16.89,95.12,94.05,52.89,120.84
22/06/2016,88.0189,16.92,93.92,94.04,53.8585,120.9
23/06/2016,88.3454,17,95.84,92.78,54.4012,120.11
24/06/2016,86.9557,17.39,91.2,94.53,52.78,126.01
27/06/2016,86.6558,17.4,89.52,94.12,53.6,126.68
28/06/2016,88.3016,17.43,91.76,94.03,55.03,125.32
29/06/2016,89.2984,17.8882,94.32,96.9,56.53,125.84
30/06/2016,88.8423,18.4075,92.56,98.92,57.61,126.47
01/07/2016,89.6788,19.29,94.24,101.94,58.12,128.41
05/07/2016,87.4282,19.54,89.44,103.33,57.97,129.47
06/07/2016,87.5272,19.69,90.64,104.51,58.42,130.23
07/07/2016,85.5334,19.29,86.56,104.83,58.55,129.74
08/07/2016,86.4023,19.78,86.64,105.8,59.49,130.52
11/07/2016,86.0815,19.87,85.2,105.96,59.86,129.29
12/07/2016,87.4889,19.68,89.52,104.71,60.45,127.15
13/07/2016,86.9767,19.97,86,105.4399,61.938,128.32
14/07/2016,87.1196,19.84,86.96,105.88,62.5,127.33
15/07/2016,86.6984,19.6731,87.92,104.5,62.21,126.84
18/07/2016,86.5266,19.682,86.56,105.51,62.22,127.04
19/07/2016,85.7484,19.51,85.6,104.98,63.15,127.21
20/07/2016,85.1563,18.98,85.84,104.11,64.51,125.39
21/07/2016,84.952,19.45,83.92,106,65.84,127.3
22/07/2016,84.6352,19.23,83.36,103.96,65.89,126.35
25/07/2016,83.9236,19.12,81.04,104,65.97,125.47
26/07/2016,83.7215,19.23,80.64,104.98,66.19,126
27/07/2016,83.127,19.96,79.2,109.28,67.36,128.03
28/07/2016,83.3984,19.8063,77.36,109.24,67.0912,127.66
29/07/2016,84.2809,19.94,78.08,110.12,68.21,128.98
01/08/2016,82.8974,20.018,75.28,111.23,68.88,129.22
02/08/2016,82.7299,20.18,74.64,112.23,68.78,130.27
03/08/2016,83.5472,19.9862,77.52,111.9,68.54,129.65
04/08/2016,83.9078,19.94,78.72,111.425,67.7773,129.87
05/08/2016,83.8543,19.29,78.88,110.09,66.94,127.55
08/08/2016,84.3172,19.32,80.8,110.58,66.664,127.44
09/08/2016,83.7521,19.45,80.56,111.05,66.65,127.96
10/08/2016,83.2293,19.7566,78.16,113.3,69.6399,128.56
11/08/2016,83.9743,19.53,81.68,109.43,66.2692,127.67
12/08/2016,84.0555,19.3,84,108.01,65.96,127.4
15/08/2016,85.2385,19.41,86.08,106.89,66.65,127.84
16/08/2016,85.7227,19.38,87.36,107.439,67.494,128.47
17/08/2016,85.8719,19.26,87.92,107.31,66.84,128.5
18/08/2016,86.7407,19.33,90.4,108.7,68.46,129.11
19/08/2016,86.2364,18.92,90.72,107.16,68.21,127.97
22/08/2016,85.6704,18.51,87.76,105.91,66.431,127.78
23/08/2016,86.0734,18.5,88.7265,106.14,67.15,127.76
24/08/2016,85.0698,18.16,86.56,103.6601,65.71,126.34
25/08/2016,85.0535,18.18,87.6,103.06,66.2,126.23
26/08/2016,84.9846,18.27,87.6,103.09,66.1,126.05
29/08/2016,84.4593,18.45,86.8,103.44,66.94,126.3
30/08/2016,83.6551,18.23,85.84,101.16,65.3,125.03
31/08/2016,82.7727,18.27,82.88,100.71,64.72,124.78
01/09/2016,82.1007,18.49,80.48,100.62,64.165,125.29
02/09/2016,82.9889,19,81.92,102.2301,64.8556,126.57
06/09/2016,83.3865,19.63,83.12,105.57,67.1399,128.71
07/09/2016,83.9304,19.36,84.16,104.629,66.29,128.27
08/09/2016,85.1478,19.21,87.68,103.99,65.95,127.59
09/09/2016,84.0242,18.689,84.72,102.2,64.95,126.75
12/09/2016,84.0834,18.73,85.12,101.32,63.79,126.59
13/09/2016,83.0196,18.48,82.96,99.4597,62.95,125.75
14/09/2016,82.6722,18.59,80.72,99.44,62.9802,126.18
15/09/2016,83.0829,18.61,81.12,99.25,63.39,125.37
16/09/2016,83.2357,18.4,80,97.55,64.577,125.06
19/09/2016,83.6063,18.77,79.84,98.25,65.84,125.32
20/09/2016,84.2876,18.84,80.56,99,65.58,125.44
21/09/2016,84.9081,19.42,83.2,101.49,66.09,127.27
22/09/2016,85.5084,19.47,84.24,101.49,66.7372,127.57
23/09/2016,84.3221,19.25,81.52,101.17,67.6196,127.65
26/09/2016,84.8615,18.99,83.44,99.59,66.56,127.55
27/09/2016,84.1435,18.74,81.2,98.41,67.18,126.62
28/09/2016,85.1424,18.76,85.2,98.76,68.81,126.22
29/09/2016,85.2238,18.67,86.96,98.62,68.6301,126.07
30/09/2016,85.342,18.76,87.44,98.8,69.3956,125.64
03/10/2016,85.6046,18.41,88.8,96.63,68.32,125.32
04/10/2016,85.1508,17.48,88.72,94.79,67.02,120.97
05/10/2016,85.7159,17.38,90.8,93.65,64.9301,120.78
06/10/2016,85.5129,16.95,92.08,92.5,64.31,119.66
07/10/2016,85.6414,17.12,90.64,92.72,64.26,119.74
10/10/2016,86.7571,17.2445,93.36,92.26,64.01,120.16
11/10/2016,86.1764,17.09,92.64,91.01,62.16,119.55
12/10/2016,85.649,17.17,91.44,90.53,62.27,119.74
13/10/2016,86.2813,17.13,91.92,89.96,61.36,120.03
14/10/2016,86.3405,17.07,91.52,89.88,62.28,119.36
17/10/2016,86.3877,17.07,90.96,89.87,61.35,119.68
18/10/2016,86.5539,17.2454,91.6,90.81,61.44,120.42
19/10/2016,86.8947,17.3,93.28,90.739,61.1,121.11
20/10/2016,86.0215,17.15,91.44,89.64,60.64,120.74
21/10/2016,86.1053,17.16,91.84,89.58,59.72,120.83
24/10/2016,86.1501,17.23,91.44,90.3,60.87,120.56
25/10/2016,86.0107,17.3866,89.92,92.62,60.83,121.47
26/10/2016,85.5405,17.2488,88.72,92.55,59.44,120.79
27/10/2016,86.2162,17.25,89.68,92.75,58.8,121.01
28/10/2016,85.9119,17.4,88.08,94.21,59.42,121.58
31/10/2016,84.9011,17.5,84.24,94.06,59.4301,121.94
01/11/2016,84.5133,17.96,84.56,95.34,60.81,122.73
02/11/2016,83.8889,18.11,82.24,95.32,60.39,123.64
03/11/2016,83.6054,17.96,80.64,95.55,59.295,124.3
04/11/2016,83.2943,18,79.84,95.86,60.0001,124.39
07/11/2016,83.8224,17.82,81.28,96.09,62.72,122.15
08/11/2016,83.7814,17.94,80.8,96.24,63.59,121.64
09/11/2016,83.9087,18,82.24,95.99,65.13,121.56
10/11/2016,83.84,18.12,80.32,93.41,66.26,119.75
11/11/2016,82.3754,16.9781,78.16,90.41,64.76,117.1
14/11/2016,82.3429,16.48,78.96,89.18,66.75,116.11
15/11/2016,83.279,16.7,82.72,90.03,67.7601,117.12
16/11/2016,82.7663,16.59,81.84,90.63,68.88,116.77
17/11/2016,82.7271,16.34,81.04,89.75,69.95,116.17
18/11/2016,83.022,16.22,82.56,88.25,69.69,115.15
21/11/2016,84.8851,16.2299,86.16,89.84,69.99,115.58
22/11/2016,85.1386,16.28,85.04,90.23,71.31,115.54
23/11/2016,85.3577,16,85.36,89.23,70.9,113.25
25/11/2016,85.0319,16.11,82.64,87.03,71.21,112.61
28/11/2016,86.066,16.25,83.52,88.73,72.61,113.8
29/11/2016,84.2773,16.259,80.48,88.28,73.19,113.27
30/11/2016,86.0015,16.13,87.44,87.44,73.76,111.75
01/12/2016,86.9186,16.15,90.64,87.87,72.14,111.54
02/12/2016,87.0416,16.32,91.84,89.3,71.22,112.14
05/12/2016,88.3476,16.37,90.8,89.83,71.68,111.54
06/12/2016,88.0266,16.3465,90.32,89.66,70.51,111.43
07/12/2016,87.4726,16.75,88.72,90.39,70.392,111.83
08/12/2016,87.5661,16.6421,90.48,90.113,70.89,111.57
09/12/2016,88.1431,16.48,91.52,87.77,70.49,110.4
12/12/2016,88.1761,16.69,92.96,89.4,69.35,110.82
13/12/2016,87.9224,16.53,93.84,89.84,69.97,110.45
14/12/2016,87.6267,16.44,90.56,88.6317,69.35,108.83
15/12/2016,86.8356,15.65,90.88,86.03,67.26,107.34
16/12/2016,87.1333,15.75,92.4,88.73,66.48,108.05
